asset_id,address,x,y,asset_type,insured_value_dkk
A-207065,Stationsvej 19,481754.78,6303200.78,residential,12271000
A-212501,Skovvej 228,550547.07,6137849.92,agricultural,35082000
A-212141,Kirkevej 53,563265.69,6136159.89,commercial,35856000
A-204170,Kirkevej 155,699331.05,6199886.13,commercial,15153000
A-206831,Strandvej 143,599984.47,6139141.48,residential,14675000
A-203993,Lindevej 212,560361.71,6269881.28,residential,33809000
A-200027,Toftevej 140,579953.12,6137074.93,residential,13793000
A-205271,Noerregade 171,542407.94,6295626.32,residential,9773000
A-209336,Kirkevej 3,536247.55,6112122.85,residential,24935000
A-205409,Engvej 102,636795.90,6178925.80,agricultural,37398000
A-202322,Lindevej 40,650724.54,6123221.71,industrial,11244000
A-203162,Havnegade 38,584149.81,6371485.69,public,26471000
A-206564,Soendergade 2,571021.99,6231662.51,public,8616000
A-214157,Noerregade 1,565792.60,6196815.78,public,24950000
A-203216,Noerregade 67,562859.16,6149481.08,agricultural,14576000
A-204695,Moellevej 223,691857.15,6159908.03,residential,40066000
A-208418,Havnegade 158,717087.15,6207761.76,commercial,26536000
A-214610,Soendergade 181,725315.69,6214141.28,public,16012000
A-203603,Skovvej 83,697331.00,6210862.09,residential,6497000
A-211127,Havnegade 124,706618.89,6199983.65,commercial,29297000
A-211490,Kirkevej 170,663635.90,6153180.60,residential,12375000
A-209981,Birkevej 31,494792.00,6298124.64,agricultural,6619000
A-203900,Aavej 89,707939.59,6166330.90,industrial,13103000
A-205700,Toftevej 221,711948.84,6215844.60,residential,40482000
A-203333,Engvej 4,479864.94,6203288.60,commercial,16251000
A-202376,Havnegade 118,728187.22,6186278.84,residential,5683000
A-203507,Engvej 11,493181.56,6228037.34,agricultural,25041000
A-213113,Vestergade 236,511216.79,6262373.39,industrial,30269000
A-212534,Moellevej 132,478682.07,6260648.43,residential,30577000
A-205583,Toftevej 62,481574.73,6173435.02,public,38115000
A-206759,Havnegade 11,651216.25,6161942.29,residential,20520000
A-212894,Engvej 51,693902.69,6158681.10,public,1643000
A-209186,Egevej 164,727444.26,6193349.94,commercial,39281000
A-214802,Toftevej 169,583496.89,6269782.35,residential,21546000
A-202298,Havnegade 106,713846.24,6180164.11,industrial,3017000
A-212183,Strandvej 227,591725.23,6147882.93,industrial,969000
A-213620,Vestergade 60,699197.76,6174567.49,residential,20276000
A-201569,Havnegade 25,604093.52,6112539.06,residential,26255000
A-211634,Noerregade 132,706346.70,6176882.03,commercial,24014000
A-212696,Egevej 66,634289.46,6134057.63,residential,31776000
A-205166,Birkevej 109,580008.42,6190600.78,commercial,951000
A-207017,Kirkevej 238,573183.46,6101176.84,residential,3448000
A-201401,Skovvej 111,701785.81,6195641.17,agricultural,16273000
A-214631,Moellevej 139,585258.26,6221049.57,residential,20210000
A-206054,Aavej 31,476957.18,6305061.66,public,8834000
A-210269,Toftevej 205,722689.92,6185999.33,public,39365000
A-205262,Havnegade 149,717298.65,6190671.47,residential,1969000
A-213590,Noerregade 122,501869.82,6206036.30,commercial,11412000
A-210980,Moellevej 124,727947.66,6194051.06,commercial,25187000
A-210338,Moellevej 55,721453.86,6212418.52,residential,30654000
A-207494,Noerregade 43,683613.62,6133468.17,residential,22716000
A-207662,Aavej 41,606349.15,6124800.46,industrial,1721000
A-213839,Havnegade 193,524258.30,6175686.66,commercial,21502000
A-211625,Stationsvej 199,594068.38,6151869.26,commercial,29442000
A-208445,Havnegade 224,542222.84,6209148.43,industrial,36707000
A-202985,Soendergade 14,578296.39,6249545.09,commercial,21733000
A-205592,Kirkevej 84,719436.62,6195205.39,agricultural,36651000
A-207515,Strandvej 139,708611.96,6206880.71,residential,32454000
A-214577,Strandvej 106,689974.67,6175905.43,residential,20737000
A-203345,Vestergade 163,567590.99,6249983.24,commercial,9244000
A-209897,Vestergade 79,660119.07,6152838.57,industrial,36971000
A-207491,Stationsvej 220,708106.86,6170211.78,commercial,20200000
A-205061,Moellevej 14,551197.37,6165824.58,commercial,31056000
A-212180,Havnegade 154,642411.24,6134978.97,industrial,37158000
A-214082,Havnegade 169,669663.20,6116626.39,agricultural,9002000
A-214013,Havnegade 74,643611.38,6159966.46,residential,30350000
A-201302,Aavej 193,645291.44,6182156.72,industrial,32366000
A-208217,Aavej 43,709248.23,6177985.21,residential,17564000
A-200915,Egevej 117,486508.31,6174153.64,residential,32473000
A-209720,Toftevej 103,675592.46,6200870.39,industrial,11212000
A-204551,Egevej 118,707184.82,6161792.07,agricultural,40138000
A-207323,Bakkevej 132,712835.40,6178041.63,residential,35401000
A-202760,Bakkevej 194,503213.76,6298941.57,public,17894000
A-213671,Havnegade 29,651567.80,6142610.72,residential,17739000
A-213707,Stationsvej 9,713399.17,6191605.80,commercial,33768000
A-206117,Strandvej 174,564089.98,6194390.59,industrial,36195000
A-200666,Skovvej 106,661470.38,6134056.26,commercial,30863000
A-203450,Bakkevej 165,552595.92,6253550.88,residential,10905000
A-203885,Aavej 98,699097.26,6165342.70,agricultural,12249000
A-207185,Lindevej 39,581525.28,6255685.76,public,22765000
A-205133,Engvej 166,604289.51,6157049.18,agricultural,39484000
A-204470,Vestergade 195,543342.34,6250050.15,agricultural,18250000
A-209222,Engvej 219,649643.06,6194176.15,public,25994000
A-201680,Soendergade 205,647776.49,6117430.78,public,18696000
A-213815,Noerregade 49,506690.96,6190877.79,industrial,1995000
A-205478,Soendergade 206,476047.64,6275975.61,residential,935000
A-209975,Stationsvej 93,664912.31,6202399.40,residential,28370000
A-211568,Stationsvej 233,705317.43,6119265.43,commercial,30632000
A-209915,Birkevej 197,587939.13,6384374.90,agricultural,7044000
A-205754,Noerregade 32,663911.74,6150392.71,residential,31687000
A-209015,Kirkevej 66,568450.08,6269995.37,residential,2305000
A-211217,Engvej 73,513694.60,6277764.73,public,23414000
A-213485,Bakkevej 13,527908.52,6328020.33,agricultural,29826000
A-208982,Soendergade 133,711353.70,6185135.08,residential,11536000
A-210287,Aavej 163,513151.95,6312073.19,residential,40843000
A-210851,Strandvej 136,728961.25,6185025.84,commercial,9880000
A-205790,Stationsvej 219,658029.05,6125799.10,agricultural,34976000
A-213164,Lindevej 82,502862.47,6240033.33,residential,36372000
A-203357,Kirkevej 235,580093.23,6105441.21,industrial,24394000
A-205910,Bakkevej 148,562575.79,6105046.58,industrial,33820000
A-214886,Toftevej 44,497843.34,6241474.73,industrial,10748000
A-206846,Stationsvej 46,712793.43,6201798.94,public,33625000
A-201944,Kirkevej 20,694654.67,6200515.49,commercial,23791000
A-212117,Bakkevej 224,573880.55,6150962.75,agricultural,37856000
A-210632,Lindevej 17,551248.98,6216264.89,industrial,11246000
A-210602,Bakkevej 85,723184.82,6195947.70,residential,18809000
A-206057,Moellevej 92,537898.71,6226895.83,residential,8356000
A-214601,Bakkevej 118,515909.02,6275974.14,residential,36856000
A-209444,Havnegade 202,561216.74,6323584.02,public,29546000
A-207839,Bakkevej 129,642104.39,6172941.04,commercial,36081000
A-205556,Egevej 235,723303.22,6176111.14,residential,4633000
A-204305,Moellevej 172,595973.88,6336648.33,industrial,33948000
A-205721,Stationsvej 51,671454.11,6175725.15,commercial,6765000
A-212312,Bakkevej 186,527238.09,6155829.48,public,16913000
A-200630,Lindevej 145,567040.28,6213476.60,commercial,39385000
A-212618,Egevej 26,581182.02,6155398.98,agricultural,30833000
A-213149,Noerregade 160,674950.95,6161045.96,commercial,13647000
A-202811,Vestergade 1,540378.81,6321605.39,commercial,39147000
A-213308,Vestergade 34,613012.49,6129064.18,residential,17628000
A-210077,Engvej 104,569286.76,6241676.55,commercial,24777000
A-200318,Noerregade 126,700487.25,6193023.37,residential,34644000
A-208718,Strandvej 12,643838.45,6126431.84,commercial,28321000
A-202415,Toftevej 46,704059.88,6195365.90,residential,9583000
A-203462,Soendergade 127,704601.84,6203404.72,agricultural,35312000
A-210815,Soendergade 81,648902.20,6126861.02,public,1876000
A-207329,Kirkevej 26,496412.61,6233929.59,commercial,3905000
A-201899,Stationsvej 156,573420.31,6146704.38,public,24302000
A-211964,Toftevej 82,666064.23,6176969.16,public,14680000
A-208319,Stationsvej 176,719824.92,6164161.75,commercial,6793000
A-214952,Havnegade 140,564923.54,6268110.84,residential,3599000
A-201023,Skovvej 80,642428.10,6115829.46,public,24722000
A-206459,Egevej 238,728630.22,6188603.25,public,12420000
A-214532,Strandvej 120,570423.94,6117992.28,residential,6385000
A-211814,Strandvej 215,699925.12,6181726.22,residential,28139000
A-213407,Noerregade 43,718123.09,6178698.14,residential,33882000
A-206306,Bakkevej 170,570257.07,6191573.73,public,20114000
A-201662,Bakkevej 30,706777.90,6184244.97,residential,4646000
A-202346,Birkevej 157,706661.49,6203349.31,industrial,9003000
A-214337,Kirkevej 143,583400.46,6228209.45,commercial,26647000
A-202508,Vestergade 66,700556.78,6202083.59,commercial,20281000
A-204848,Stationsvej 50,550900.95,6242288.77,industrial,15280000
A-201839,Lindevej 99,661587.39,6185857.76,residential,28805000
A-213869,Egevej 198,514663.47,6349320.67,residential,7675000
A-203183,Vestergade 139,717630.71,6178960.91,residential,14590000
A-214625,Birkevej 99,580591.44,6232887.72,residential,4493000
A-210260,Toftevej 127,721285.65,6194495.34,residential,8416000
A-211358,Engvej 35,502401.40,6298868.43,industrial,10123000
A-200330,Noerregade 130,538004.68,6342884.83,residential,6788000
A-207347,Engvej 224,721194.40,6196547.61,residential,10614000
A-210308,Egevej 228,570728.67,6217558.06,public,9513000
A-200912,Stationsvej 158,703888.65,6198092.61,industrial,5900000
A-208934,Bakkevej 21,595949.53,6149320.55,commercial,22141000
A-205853,Havnegade 84,541643.57,6213617.34,commercial,30019000
A-205148,Bakkevej 96,557800.68,6200258.11,public,7280000
A-208382,Egevej 168,491875.63,6109127.40,residential,33421000
A-211874,Havnegade 22,584441.20,6197348.00,public,21307000
A-212888,Lindevej 84,565444.50,6248794.21,residential,38247000
A-203870,Engvej 172,573001.51,6256222.49,residential,37372000
A-202028,Lindevej 151,577999.89,6210663.19,residential,25653000
A-210449,Lindevej 109,709558.94,6191015.66,agricultural,18326000
A-212900,Egevej 139,722838.89,6190710.13,commercial,1463000
A-200564,Egevej 110,649528.31,6178039.36,residential,23728000
A-208571,Stationsvej 19,704322.87,6208227.22,public,24428000
A-202553,Aavej 222,489683.01,6190379.27,residential,26878000
A-200180,Lindevej 80,717756.47,6164554.04,residential,39693000
A-203762,Moellevej 107,585300.16,6250146.09,residential,1869000
A-212426,Birkevej 176,615688.73,6163205.84,residential,24342000
A-205001,Birkevej 53,713434.42,6166308.96,commercial,18496000
A-212798,Havnegade 211,551146.64,6263806.12,agricultural,36820000
A-209522,Stationsvej 131,539108.50,6143133.63,industrial,27235000
A-208421,Skovvej 8,696768.47,6204372.99,agricultural,8658000
A-205340,Vestergade 216,584231.12,6152697.53,public,16242000
A-209903,Stationsvej 23,705714.57,6172055.23,public,13697000
A-213557,Engvej 192,722387.88,6168270.52,residential,13603000
A-210497,Aavej 107,597796.80,6153037.70,public,9464000
A-202850,Birkevej 126,582457.19,6205520.98,residential,25589000
A-204896,Toftevej 211,710231.39,6169314.72,commercial,24748000
A-207182,Birkevej 192,540791.23,6250615.21,commercial,16191000
A-201968,Egevej 191,724794.64,6166857.36,residential,13523000
A-214334,Moellevej 121,536196.12,6335874.08,industrial,40133000
A-206339,Birkevej 163,692917.89,6144838.74,agricultural,25100000
A-200396,Lindevej 45,658093.58,6168929.80,public,4717000
A-203657,Strandvej 19,700516.01,6153925.08,residential,28185000
A-206069,Bakkevej 217,680307.43,6128931.49,residential,7527000
A-202754,Havnegade 235,531333.65,6277661.05,agricultural,800000
A-203495,Lindevej 23,583614.84,6231356.66,residential,18917000
A-210563,Stationsvej 68,700740.56,6169658.80,residential,24885000
A-206048,Noerregade 21,710441.56,6214719.87,residential,20055000
A-203087,Kirkevej 186,699508.86,6190384.47,residential,20796000
A-206051,Noerregade 173,590143.45,6145923.54,industrial,2823000
A-211373,Bakkevej 57,543653.65,6267217.57,public,9611000
A-211478,Bakkevej 179,683771.42,6187652.35,residential,38999000
A-214181,Soendergade 14,510732.12,6180261.79,agricultural,24198000
A-201326,Moellevej 7,596272.03,6328047.89,residential,19063000
A-204809,Strandvej 76,712386.50,6161866.86,residential,9268000
A-204371,Skovvej 165,724756.27,6209190.78,industrial,2906000
A-214232,Aavej 153,498774.77,6292474.96,public,21158000
A-205856,Bakkevej 59,592097.56,6133058.50,industrial,9681000
A-210713,Strandvej 90,665267.67,6183799.82,industrial,3991000
A-201512,Stationsvej 129,692486.79,6159162.01,industrial,7445000
A-209483,Bakkevej 93,675324.82,6128818.06,residential,2542000
A-211010,Skovvej 195,677895.91,6145663.84,residential,26827000
A-205403,Birkevej 8,564360.84,6120802.53,residential,33501000
A-210107,Noerregade 55,712567.15,6207139.30,residential,11672000
A-205817,Lindevej 54,645943.19,6121597.95,commercial,5931000
A-201116,Moellevej 175,567321.28,6232898.22,residential,31231000
A-203918,Kirkevej 61,478518.48,6278685.40,residential,19494000
A-206741,Engvej 125,643679.42,6160388.67,industrial,4682000
A-213539,Vestergade 109,709406.55,6200616.90,residential,4250000
A-206207,Bakkevej 171,707259.50,6169616.57,commercial,15109000
A-210290,Bakkevej 12,498227.90,6258988.10,agricultural,5602000
A-205838,Strandvej 177,548226.38,6101810.60,public,20885000
A-210674,Havnegade 82,531031.06,6354018.47,agricultural,39743000
A-203081,Stationsvej 96,548235.11,6250158.31,residential,35596000
A-200153,Birkevej 88,636295.65,6145520.78,commercial,4912000
A-200411,Havnegade 136,527039.09,6140601.02,public,6406000
A-203825,Noerregade 91,539071.55,6259390.77,industrial,9823000
A-210908,Egevej 170,727251.25,6183444.73,industrial,6962000
A-201812,Noerregade 133,566249.95,6253420.52,residential,16433000
A-213977,Havnegade 12,703213.64,6191877.98,residential,29696000
A-201449,Lindevej 59,701027.60,6210835.15,agricultural,34508000
A-211346,Moellevej 177,594411.51,6167509.53,residential,25828000
A-208619,Moellevej 132,513175.44,6270089.91,residential,31065000
A-206132,Bakkevej 228,667419.62,6165072.97,residential,6486000
A-207188,Aavej 41,585612.53,6214751.45,residential,32339000
A-209414,Skovvej 105,715616.34,6191115.03,public,1897000
A-202751,Toftevej 198,581739.07,6231527.71,residential,29052000
A-207884,Havnegade 6,607757.55,6127617.13,residential,37041000
A-200264,Moellevej 32,565214.48,6099604.68,residential,22534000
A-200039,Soendergade 222,490430.15,6084853.58,agricultural,24107000
A-202919,Soendergade 87,559831.72,6151205.83,residential,14827000
A-201071,Aavej 109,710452.20,6196560.71,industrial,33619000
A-200606,Noerregade 189,688171.06,6115680.97,agricultural,34236000
A-206732,Kirkevej 108,643663.89,6134493.89,public,5168000
A-209606,Strandvej 93,680298.53,6183979.14,public,15385000
A-210707,Moellevej 117,500856.17,6256442.01,residential,40702000
A-203855,Engvej 103,683249.76,6195367.07,industrial,19881000
A-207998,Vestergade 98,523344.95,6300415.43,industrial,18752000
A-209093,Soendergade 90,712431.26,6189544.21,residential,16599000
A-200870,Toftevej 165,637050.16,6172672.29,industrial,12791000
A-206696,Vestergade 107,578316.43,6109339.25,agricultural,18047000
A-203318,Birkevej 126,580408.29,6133692.12,residential,1050000
A-214820,Toftevej 10,568522.69,6154549.41,agricultural,3156000
A-203447,Lindevej 234,722336.45,6177126.44,public,13804000
A-211430,Stationsvej 123,703254.90,6203711.61,commercial,31595000
A-214667,Engvej 228,576271.05,6262174.09,public,36983000
A-210212,Lindevej 81,579553.25,6233745.65,agricultural,11598000
A-209507,Havnegade 231,726882.96,6203183.58,industrial,35699000
A-207650,Bakkevej 84,690339.79,6183132.41,commercial,25791000
A-212825,Engvej 218,726846.19,6169532.36,commercial,7130000
A-210071,Lindevej 175,660409.65,6153256.40,industrial,37176000
A-200162,Vestergade 114,679204.33,6140813.72,agricultural,25876000
A-213956,Toftevej 68,531702.66,6246463.50,residential,12683000
A-213422,Birkevej 114,703649.55,6196666.74,agricultural,31940000
A-202637,Vestergade 150,701036.09,6169845.00,industrial,38498000
A-204722,Egevej 82,530689.11,6193339.11,residential,25129000
A-209699,Egevej 178,524920.49,6086032.71,industrial,21678000
A-202715,Lindevej 44,576710.45,6238140.66,industrial,20472000
A-212087,Bakkevej 104,700837.59,6213271.47,residential,34037000
A-207206,Noerregade 222,712333.92,6190283.62,public,38678000
A-208925,Engvej 133,710904.50,6164235.53,agricultural,41389000
A-203219,Moellevej 37,576634.26,6139991.42,residential,41316000
A-210197,Engvej 17,721652.75,6185598.42,residential,41352000
A-213461,Havnegade 94,574530.66,6150640.24,public,3288000
A-213941,Havnegade 154,716965.30,6175452.22,agricultural,3561000
A-214622,Egevej 129,698077.07,6210251.25,residential,5716000
A-201932,Skovvej 38,670073.43,6194602.85,residential,6358000
A-203006,Engvej 26,490161.94,6242217.94,public,9965000
A-211292,Stationsvej 174,571155.44,6199390.08,industrial,34275000
A-213227,Kirkevej 85,534376.87,6144767.10,agricultural,15584000
A-212663,Vestergade 15,511297.05,6220264.18,residential,21413000
A-207971,Stationsvej 37,575583.32,6124456.97,residential,40155000
A-204539,Soendergade 130,707782.07,6199648.82,public,29671000
